Material,Time lapse,Second Derivative
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,0.0,
38-0669-03,5.666666666666667e-06,-176.47058823529412
38-0669-03,0.0011283333333333334,0.8862629246676513
38-0669-03,0.003368,0.0
38-0669-03,0.006719,0.1488316713796696
38-0669-03,0.010069666666666666,-0.09930815319937768
38-0669-03,0.013420333333333334,0.07451379747149847
38-0669-03,0.016771,0.0
38-0669-03,0.020121666666666666,0.0
38-0669-03,0.023472333333333335,0.0
38-0669-03,0.026823,0.0
38-0669-03,0.030173666666666665,0.0
38-0669-03,0.03352433333333333,0.0
38-0669-03,0.036875,0.0
38-0669-03,0.040225666666666667,-4.3124791202386715e-17
38-0669-03,0.04357633333333333,3.980884446397067e-17
38-0669-03,0.046926999999999996,-0.021309693779700406
38-0669-03,0.05027800000000001,0.019889414853414993
38-0669-03,0.053628666666666665,-0.01864674365699935
38-0669-03,0.05697933333333333,0.0
38-0669-03,0.060329999999999995,0.016575501408917635
38-0669-03,0.06368066666666666,-2.7240975429122506e-17
38-0669-03,0.06703133333333333,2.5879292410168485e-17
38-0669-03,0.070382,-2.4647260321911953e-17
38-0669-03,0.07373266666666667,0.0
38-0669-03,0.077089,-0.012972019354252887
38-0669-03,0.07936333333333334,0.0
38-0669-03,0.08163766666666666,0.012249247692037592
38-0669-03,0.08390633333333335,-0.011918051478037026
38-0669-03,0.08725699999999999,0.0
38-0669-03,0.09060766666666666,0.011036593665730982
38-0669-03,0.09395833333333332,3.692537775915155e-17
38-0669-03,0.09730900000000002,-0.010276541738174277
38-0669-03,0.10065966666666666,0.009934465641650589
38-0669-03,0.10401033333333333,-0.009614429335546798
38-0669-03,0.107361,0.0
38-0669-03,0.11071199999999999,0.0
38-0669-03,0.11406266666666666,0.008767110477281502
38-0669-03,0.11741333333333333,-2.9549003111119815e-17
38-0669-03,0.120764,-0.008280613427842714
38-0669-03,0.12411466666666666,0.0
38-0669-03,0.12746533333333335,0.0
38-0669-03,0.13081600000000002,0.0076443248532289685
38-0669-03,0.13416666666666666,-0.00745341614906833
38-0669-03,0.13751733333333335,0.0
38-0669-03,0.140868,0.0
38-0669-03,0.14421866666666666,0.0
38-0669-03,0.14756933333333336,0.006776475690522878
38-0669-03,0.15092,-0.006626027034190306
38-0669-03,0.15427066666666667,0.0
38-0669-03,0.15762133333333334,0.0
38-0669-03,0.160972,0.0
38-0669-03,0.164323,0.0
38-0669-03,0.16767366666666664,0.005963965719125053
38-0669-03,0.17102433333333333,-0.005847121169892009
38-0669-03,0.17437500000000003,0.0
38-0669-03,0.17772566666666667,0.0
38-0669-03,0.1810763333333333,0.0
38-0669-03,0.184427,0.00542219956947734
38-0669-03,0.18777766666666665,-0.00532544693813427
38-0669-03,0.19112833333333334,0.0
38-0669-03,0.19447899999999999,0.0
38-0669-03,0.19783000000000003,0.0
38-0669-03,0.20118066666666667,0.0
38-0669-03,0.20453133333333332,0.0
38-0669-03,0.207882,0.004810421296697169
38-0669-03,0.21123866666666666,-0.0047339817836381005
38-0669-03,0.213484,0.0
38-0669-03,0.21572933333333333,0.0
38-0669-03,0.217969,0.0
38-0669-03,0.22131966666666666,0.004518351283738909
38-0669-03,0.22467033333333333,-0.004450965933790402
38-0669-03,0.22802066666666665,0.0
38-0669-03,0.23137133333333335,0.0
38-0669-03,0.234722,0.0
38-0669-03,0.23807299999999998,0.0
38-0669-03,0.24142366666666668,0.0041420959834095284
38-0669-03,0.24477433333333334,-0.008170791327522091
38-0669-03,0.24763866666666665,0.00807628318679367
38-0669-03,0.25494766666666663,-0.003922373611316313
38-0669-03,0.266701,0.0
38-0669-03,0.283385,0.0035287682834306594
38-0669-03,0.3000693333333333,1.1562151031606966e-17
38-0669-03,0.31675366666666666,0.0
38-0669-03,0.3334376666666667,0.0
38-0669-03,0.35012133333333334,-0.002856152724198471
38-0669-03,0.36680533333333337,0.005452483424450394
38-0669-03,0.3834896666666667,-1.809408311890341e-17
38-0669-03,0.400174,1.733969199375079e-17
38-0669-03,0.41685799999999995,0.0
38-0669-03,0.43354200000000004,-0.002306581599937263
38-0669-03,0.450226,-1.5412023969977807e-17
38-0669-03,0.46691,-0.002141740378231338
38-0669-03,0.483594,0.0
38-0669-03,0.5002780000000001,0.001998888617928433
38-0669-03,0.516962,0.0019343781554543677
38-0669-03,0.533646,-0.001873901425289426
38-0669-03,0.5503299999999999,0.001817091563243874
38-0669-03,0.567014,-1.2237605956655793e-17
38-0669-03,0.5836979999999999,-0.0017132147103467788
38-0669-03,0.6003820000000001,0.001665606230699789
38-0669-03,0.617066,-0.001620572191629422
38-0669-03,0.6337556666666666,0.0
38-0669-03,0.6449186666666666,-0.0015505831226263172
38-0669-03,0.656082,0.003048399437875146
38-0669-03,0.6672396666666667,-0.002997423714317547
38-0669-03,0.6839240000000001,0.0
38-0669-03,0.700608,0.0028546633780944476
38-0669-03,0.7172919999999999,9.673736642688374e-18
38-0669-03,0.7339760000000001,-0.002724884737375611
38-0669-03,0.75066,0.0026643220632510084
38-0669-03,0.7673439999999999,-0.0013031964803269472
38-0669-03,0.7840280000000001,0.0025509293035452835
38-0669-03,0.800712,-0.002497776978489147
38-0669-03,0.817396,0.002446794454585033
38-0669-03,0.83408,-0.002397851525033555
38-0669-03,0.850764,0.0023508281967737255
38-0669-03,0.867448,-0.0023056137082568657
38-0669-03,0.884132,0.0
38-0669-03,0.900816,0.0
38-0669-03,0.9175,0.001089918256130791
38-0669-03,0.9341840000000001,-0.001070452930043761
38-0669-03,0.9508679999999999,0.0010516706840486808
38-0669-03,0.967552,0.0031006085461039706
38-0669-03,0.9842360000000001,-0.0040640659354057255
38-0669-03,1.00092,0.0019981616912440573
38-0669-03,1.0176040000000002,0.0
38-0669-03,1.034288,0.0
38-0669-03,1.050972,-0.00285450040533906
38-0669-03,1.0676560000000002,0.0009366312744929085
38-0669-03,1.08434,0.0
38-0669-03,1.101024,-1.2604437149248751e-17
38-0669-03,1.1177083333333335,0.0008946877912395285
38-0669-03,1.1343923333333332,0.0017630584597862545
38-0669-03,1.1510763333333334,-0.0017375042315467654
38-0669-03,1.1677603333333335,0.0008563400994667577
38-0669-03,1.1844446666666666,0.0008442775151449323
38-0669-03,1.2011286666666667,-0.0016651005470965494
38-0669-03,1.2178126666666664,1.1395667156098825e-17
38-0669-03,1.2344966666666666,0.0
38-0669-03,1.251181,0.0015984897468871422
38-0669-03,1.2678646666666669,-0.0007887277138411729
38-0669-03,1.2845486666666668,-0.0007784835451933058
38-0669-03,1.3012326666666667,0.0007685020716254184
38-0669-03,1.3179170000000002,0.0
38-0669-03,1.334601,0.0007492876148002086
38-0669-03,1.351285,-0.0007400363357840671
38-0669-03,1.3679690000000002,0.0
38-0669-03,1.384653,-0.0007222026023848582
38-0669-03,1.4013369999999998,0.000713604222253463
38-0669-03,1.4180210000000002,0.0
38-0669-03,1.434705,0.0
38-0669-03,1.451389,0.0006889951625649642
38-0669-03,1.4680730000000002,0.0
38-0669-03,1.484757,-0.0006735108842726459
38-0669-03,1.5014409999999998,0.0006660268368853476
38-0669-03,1.5181250000000002,1.8282799911488783e-17
38-0669-03,1.534809,0.0
38-0669-03,1.551493,-0.0006445404523255992
38-0669-03,1.5681770000000002,0.0
38-0669-03,1.584861,0.0006309701607901266
38-0669-03,1.6015449999999998,0.0
38-0669-03,1.6182290000000001,0.0
38-0669-03,1.634913,-0.0006116533417986161
38-0669-03,1.651597,-1.6805295490140098e-17
38-0669-03,1.6682810000000001,0.0011988388047337525
38-0669-03,1.684965,-0.0005934841376527114
38-0669-03,1.701649,0.0005876652588165955
38-0669-03,1.718333,-0.0005819593757438173
38-0669-03,1.735017,0.0
38-0669-03,1.751701,0.0005708736822094643
38-0669-03,1.768385,-0.001130975438040941
38-0669-03,1.785069,0.0005602024347518379
38-0669-03,1.801753,0.0
38-0669-03,1.8184373333333335,0.0005499227175274306
38-0669-03,1.8351213333333334,-0.0005449230968197566
38-0669-03,1.8518056666666667,0.0005400134679358908
38-0669-03,1.8684896666666668,0.0005351916137614894
38-0669-03,1.885174,-0.0005304550137016535
38-0669-03,1.901858,-0.001051603221691631
38-0669-03,1.9185420000000002,-0.0005212291417128219
38-0669-03,1.935226,0.0010334710261230482
38-0669-03,1.9519099999999998,-2.843940101298617e-17
38-0669-03,1.9685940000000002,2.819837469344e-17
38-0669-03,1.9852779999999999,0.0010074155861295002
38-0669-03,2.0019620000000002,-0.000499509980708925
38-0669-03,2.018646,0.0004953815577372164
38-0669-03,2.03533,-0.0004913208177543695
38-0669-03,2.052014,0.0009746522197216987
38-0669-03,2.068698,-0.0033837708549048755
38-0669-03,2.0853820000000005,0.002877170705415125
38-0669-03,2.102066,-0.000951444911815329
38-0669-03,2.118756,-0.0004719750646133868
38-0669-03,2.129919333333333,-0.0014085040466321275
38-0669-03,2.1410823333333333,0.002335267505671199
38-0669-03,2.1522396666666666,0.00046463226911377166
38-0669-03,2.1689236666666667,-2.559387039958429e-17
38-0669-03,2.185608,2.5398493797267316e-17
38-0669-03,2.202292,0.000454072393669868
38-0669-03,2.218976,-0.0004506583216763051
38-0669-03,2.23566,0.0
38-0669-03,2.2523440000000003,-0.00044398191395275357
38-0669-03,2.269028,-0.0004407173468110578
38-0669-03,2.285712,0.0
38-0669-03,2.302396,0.0004343301499828878
38-0669-03,2.31908,0.0
38-0669-03,2.335764,-0.0004281254441801487
38-0669-03,2.3524480000000003,0.0004250890986750826
38-0669-03,2.369132,-2.343100816301406e-17
38-0669-03,2.385816,0.0008382876131269373
38-0669-03,2.4025,-0.0008324661810613952
38-0669-03,2.419184,0.0008267250444778081
38-0669-03,2.435868,-0.00041053127673584973
38-0669-03,2.4525520000000003,-0.0004077385515169508
38-0669-03,2.469236,-0.0004049835657669015
38-0669-03,2.48592,0.0012067966788955407
38-0669-03,2.502604,-0.001598335174082677
38-0669-03,2.519288,0.001587750189736149
38-0669-03,2.535972,0.0
38-0669-03,2.5526560000000003,-0.00039174882945451964
38-0669-03,2.56934,2.1605218161573723e-17
38-0669-03,2.586024,-0.00038669401366731357
38-0669-03,2.602708,0.0
38-0669-03,2.619392,0.0
38-0669-03,2.636076,0.00037935173340981096
38-0669-03,2.652760333333333,0.0003769658296810584
38-0669-03,2.6694443333333333,-0.0007492195941402543
38-0669-03,2.686128333333333,0.000372283031897831
38-0669-03,2.7028119999999998,0.0
38-0669-03,2.7194963333333333,-0.0007354302984290357
38-0669-03,2.7361806666666664,0.00073094588539597
38-0669-03,2.752865,0.0
38-0669-03,2.769549,0.00036106961819415396
38-0669-03,2.7862330000000006,-0.0007178150571039828
38-0669-03,2.8029170000000003,0.0007135423560526414
38-0669-03,2.819601,-3.937518197167459e-17
38-0669-03,2.836285,-0.0003525738774488071
38-0669-03,2.852969,-0.0003505120455217007
38-0669-03,2.8696529999999996,0.0006969483766852654
38-0669-03,2.8863369999999997,-0.00034645989016528596
38-0669-03,2.9030210000000003,0.00034446874480067514
38-0669-03,2.919705,-0.001027501066032357
38-0669-03,2.936389,0.0003405543339114814
38-0669-03,2.953073,-0.00033863030138435484
38-0669-03,2.969757,0.0010101836614914968
38-0669-03,2.9864410000000006,-0.0003348467289325323
38-0669-03,3.0031250000000003,0.00033298647242455804
38-0669-03,3.019809,0.0
38-0669-03,3.036493,0.0
38-0669-03,3.053177,0.0
38-0669-03,3.0698609999999995,0.0
38-0669-03,3.0865449999999996,-0.0006479737052270425
38-0669-03,3.1032290000000002,0.0006444899812421196
38-0669-03,3.119913,-0.0006410435162775379
38-0669-03,3.136597,0.0003188168578877047
38-0669-03,3.153281,0.0
38-0669-03,3.169965,-3.5023195039224615e-17
38-0669-03,3.1866490000000005,-0.00031380927111830946
38-0669-03,3.203333,0.0009365245511471966
38-0669-03,3.220017,-0.0009316720998677966
38-0669-03,3.236701,0.00092686967378204
38-0669-03,3.2533849999999997,-0.000614744335515164
38-0669-03,3.2700693333333333,0.0
38-0669-03,3.2867536666666664,0.00030425158117011335
38-0669-03,3.303438,-0.0006054298582264906
38-0669-03,3.3201216666666666,0.0
38-0669-03,3.336805666666667,0.0
38-0669-03,3.3534896666666665,0.0002981968335671034
38-0669-03,3.370174,0.0008901617542595732
38-0669-03,3.386858,-0.0005905178191704529
38-0669-03,3.403542,0.0005876231290814104
38-0669-03,3.4202259999999995,0.0
38-0669-03,3.4369099999999997,-0.0005819180601179554
38-0669-03,3.4535940000000003,-0.0005791068666438503
38-0669-03,3.470278,0.000288161351914746
38-0669-03,3.486962,-0.0005735651836756789
38-0669-03,3.503646,3.1687648370444865e-17
38-0669-03,3.52033,0.0002840642780648408
38-0669-03,3.5370140000000005,0.0008481730634936707
38-0669-03,3.5536980000000002,-0.00028139701235164067
38-0669-03,3.570382,0.0
38-0669-03,3.587066,0.0002787793701035891
38-0669-03,3.603755666666667,-0.00027748829068785394
38-0669-03,3.614919,-0.001936419598890046
38-0669-03,3.626082333333333,0.002206237824899547
38-0669-03,3.63724,0.0
38-0669-03,3.653924,-0.00027367837973641513
38-0669-03,3.6706079999999996,0.00027243443048127205
38-0669-03,3.687292,-0.0005424034765893241
38-0669-03,3.7039760000000004,0.0
38-0669-03,3.72066,-0.00026876951938634565
38-0669-03,3.737344,0.00026756969655455877
38-0669-03,3.754028,0.0
38-0669-03,3.7707119999999996,0.0
38-0669-03,3.7873959999999998,0.0002640336526732354
38-0669-03,3.8040800000000004,-2.918505984693162e-17
38-0669-03,3.820764,0.00026172775916023913
38-0669-03,3.837448,0.0
38-0669-03,3.854132,-0.00025946179321310246
38-0669-03,3.870816,0.00025834346039698114
38-0669-03,3.8875000000000006,-0.0002572347266881031
38-0669-03,3.9041840000000003,-0.0005122709380500514
38-0669-03,3.920868,0.0
38-0669-03,3.937552,0.0002539649000190984
38-0669-03,3.954236,0.0005057867056998851
38-0669-03,3.9709199999999996,0.0007554924299658805
38-0669-03,3.9876039999999997,-0.0005015543168279057
38-0669-03,4.004288,5.545170700135238e-17
38-0669-03,4.0209719999999995,-0.0004973921728378671
38-0669-03,4.037656,-0.0004953368984380491
38-0669-03,4.05434,-0.00024664926967154013
38-0669-03,4.071024,0.0004912768875840578
38-0669-03,4.087708,0.00024463586929396374
38-0669-03,4.104392,0.00024364144555396073
38-0669-03,4.1210759999999995,0.0
38-0669-03,4.13776,0.0004833533119368938
38-0669-03,4.154444333333333,-0.00024070607757970276
38-0669-03,4.171128666666666,-5.3233698279194294e-17
38-0669-03,4.187812999999999,-0.0007163643648844617
38-0669-03,4.2044966666666665,0.000475681195291708
38-0669-03,4.221180666666666,-0.00023690054488702055
38-0669-03,4.237864666666667,0.00023596789389365456
38-0669-03,4.254549,5.2189927751456456e-17
38-0669-03,4.271233,0.0
38-0669-03,4.287916999999999,0.0002332134693838785
38-0669-03,4.3046006666666665,0.00046461917257205424
38-0669-03,4.321284666666667,-0.0011570633239158417
38-0669-03,4.337968666666666,0.0002305226424718556
38-0669-03,4.354653,-5.099019483872339e-17
38-0669-03,4.371337,0.00022876296199540597
38-0669-03,4.388020999999999,0.0006836794992549294
38-0669-03,4.404705,-0.00022702996000869795
38-0669-03,4.4213890000000005,-0.000904693072697291
38-0669-03,4.438073,0.00045064603488946704
38-0669-03,4.454757,-0.00022447913545006203
38-0669-03,4.4714409999999996,0.00022364155090050656
38-0669-03,4.488125,0.0004456203871327117
38-0669-03,4.504809000000001,-0.00022198499425838292
38-0669-03,4.521493,0.00022116588480842762
38-0669-03,4.538177,-0.000661058394152518
38-0669-03,4.554861,-0.0013172740068248467
38-0669-03,4.5715449999999995,4.8571020284177743e-17
38-0669-03,4.588229,0.0013076941015803228
38-0669-03,4.604913,0.0010857968435017374
38-0669-03,4.621597,0.0002163754217427681
38-0669-03,4.638281,0.00043119422906886834
38-0669-03,4.654965,-0.00021482438643467564
38-0669-03,4.6716489999999995,-0.0010702858883447567
38-0669-03,4.6883333333333335,-0.0006398862424458117
38-0669-03,4.7050176666666665,0.0
38-0669-03,4.721702,-0.0004235760748984163
38-0669-03,4.738385666666666,0.0002110423402287903
38-0669-03,4.755069333333334,0.0004206037514489802
38-0669-03,4.7717529999999995,4.653313047113531e-17
38-0669-03,4.788437,0.0004176728230944209
38-0669-03,4.805121,0.00020811130458527725
38-0669-03,4.821805333333334,0.0
38-0669-03,4.838489666666667,0.0
38-0669-03,4.855174,-0.0002059658418009097
38-0669-03,4.871858,0.0002052604981507856
38-0669-03,4.888542,-0.0006136799070152437
38-0669-03,4.905226,4.526694691030165e-17
38-0669-03,4.92191,-0.00020317315838772184
38-0669-03,4.938593999999999,0.00040497356130105087
38-0669-03,4.955278,0.0002018050248643749
38-0669-03,4.971962,4.465935277160833e-17
38-0669-03,4.988646,-4.450999428001732e-17
38-0669-03,5.00533,0.0
38-0669-03,5.0220139999999995,0.0001991232999350683
38-0669-03,5.038698,0.0
38-0669-03,5.055382000000001,0.0007912359540782483
38-0669-03,5.072066,-0.0019715831773482457
38-0669-03,5.088755666666667,0.0005895350841171807
38-0669-03,5.099924666666666,-0.0013725692941608388
38-0669-03,5.111093666666666,0.0017608755751622692
38-0669-03,5.122257,-0.0001952264402195926
38-0669-03,5.138941,0.000194592621320251
38-0669-03,5.155625,-4.306841652079647e-17
38-0669-03,5.172308999999999,0.000193337250346047
38-0669-03,5.188993,0.0
38-0669-03,5.2056770000000006,-0.0001920979730397967
38-0669-03,5.222361,0.0001914842731093595
38-0669-03,5.239045,-0.0003817489637901144
38-0669-03,5.255729,0.00019026856217284262
38-0669-03,5.272412999999999,-4.211441799514403e-17
38-0669-03,5.289097,0.0001890681906571409
38-0669-03,5.305781333333333,-0.00018847365490119895
38-0669-03,5.322465333333334,0.0001878828582944689
38-0669-03,5.339149333333334,-0.0003745915079605693
38-0669-03,5.355833,0.00018671231907340836
38-0669-03,5.372516999999999,0.00018613249618383936
38-0669-03,5.389201,-0.000185556263349593
38-0669-03,5.4058850000000005,0.00018498358733119364
38-0669-03,5.422569,0.00018441443529808286
38-0669-03,5.439253333333333,-0.0005515462906673266
38-0669-03,5.455937666666667,0.0005498596544327378
38-0669-03,5.472622,-0.0003654555348423077
38-0669-03,5.489306,0.00018217239119114326
38-0669-03,5.50599,-0.0009081019035632313
38-0669-03,5.522673999999999,0.0010864302328908474
38-0669-03,5.539357666666667,0.0014442107698046192
38-0669-03,5.556041666666666,-0.0010799055082679875
38-0669-03,5.572725666666667,-0.0010766724147017155
38-0669-03,5.58941,3.9725946911218055e-17
38-0669-03,5.606094,0.0005351319474842719
38-0669-03,5.622777999999999,-0.00017784803170249865
38-0669-03,5.639461999999999,0.0007092875171426328
38-0669-03,5.656146,0.00017679883086463253
38-0669-03,5.67283,3.914176961499486e-17
38-0669-03,5.689514,0.0001757619367840754
38-0669-03,5.7061980000000005,-0.0003504960746192515
38-0669-03,5.722881999999999,3.8799437927434346e-17
38-0669-03,5.739566,0.00034845840260392156
38-0669-03,5.756255666666667,-0.0005211721253752323
38-0669-03,5.767384,-0.0020806660350689344
38-0669-03,5.778512333333333,0.0022497139834780065
38-0669-03,5.789635333333333,-0.00017272245010712452
38-0669-03,5.806319666666667,0.0
38-0669-03,5.823004,0.0003434653316397824
38-0669-03,5.839688,0.0005137260757766706
38-0669-03,5.856372,-0.00017075418023306747
38-0669-03,5.873055666666667,-0.00017026911658193998
38-0669-03,5.889739333333334,-0.00016978680097781744
38-0669-03,5.906422999999999,-0.00016930721013383803
38-0669-03,5.923107333333333,0.00016883030202275977
38-0669-03,5.939791666666667,7.47651154740381e-17
38-0669-03,5.956475999999999,-7.45556953222111e-17
38-0669-03,5.97316,0.00016741557232693148
38-0669-03,5.989844000000001,0.0
38-0669-03,6.006528,0.0001664855304095627
38-0669-03,6.023212,0.0
38-0669-03,6.039896,0.00016556576470851318
38-0669-03,6.056579999999999,0.0001651096823619749
38-0669-03,6.073263999999999,-0.00032931221168712243
38-0669-03,6.089948,0.00016420501455839852
38-0669-03,6.106632,-0.00016375638813668318
38-0669-03,6.123316,-0.0003266204128612307
38-0669-03,6.140000000000001,0.0004885993485341481
38-0669-03,6.156683999999999,-0.00016242509766619336
38-0669-03,6.173368,-0.00016198613139535662
38-0669-03,6.1900520000000006,0.00016154953140941138
38-0669-03,6.206736,-0.00016111527862637203
38-0669-03,6.22342,0.0001606833541686619
38-0669-03,6.240104,0.0003205074787215444
38-0669-03,6.256788,-0.00015982641572646124
38-0669-03,6.273472000000001,0.000478204094957324
38-0669-03,6.290156333333333,-0.000635914242512998
38-0669-03,6.306840333333334,0.00031711600330670977
38-0669-03,6.323524333333334,-0.00031627932377164734
38-0669-03,6.340208,0.0001577235320986141
38-0669-03,6.356891999999999,-0.0001573095783285118
38-0669-03,6.373576,0.0003137955835154048
38-0669-03,6.3902600000000005,6.949470128759434e-17
38-0669-03,6.406944,-0.00015608065249209826
38-0669-03,6.423628333333333,0.0001556752582976687
38-0669-03,6.440312666666667,-0.0003105439290783573
38-0669-03,6.456997,0.00015487075493451365
38-0669-03,6.473681,-0.00030894324264661477
38-0669-03,6.490365,0.0003081490794431099
38-0669-03,6.507048999999999,0.0001536794943453375
38-0669-03,6.523732666666667,-0.0004598594322125984
38-0669-03,6.540422333333333,0.0007644766263055124
38-0669-03,6.551631666666666,-0.0030526746645046974
38-0669-03,6.562841333333334,0.0027427144868756733
38-0669-03,6.574045000000001,0.0
38-0669-03,6.590729,0.0001517282837756391
38-0669-03,6.607413,-0.00030269032675878197
38-0669-03,6.624097,-0.00015096397290074252
38-0669-03,6.640781,0.0
38-0669-03,6.657464999999999,0.0001502073236585298
38-0669-03,6.674149333333333,-0.00014983182875545498
38-0669-03,6.690833333333333,0.00014945821397432656
38-0669-03,6.707517333333333,0.0002981729156420786
38-0669-03,6.724201,-0.00014871655383285625
38-0669-03,6.740885,0.00014834847353127815
38-0669-03,6.757568999999999,-0.00014798221076252926
38-0669-03,6.774252999999999,6.555545088883789e-17
38-0669-03,6.790937333333333,-6.539439079642947e-17
38-0669-03,6.807621666666667,-0.00014689417963638645
38-0669-03,6.824306,-0.00014653504693369404
38-0669-03,6.840990000000001,0.00043853301934370807
38-0669-03,6.857674,-0.0002916440764026146
38-0669-03,6.874358,0.0
38-0669-03,6.891042,0.00014511593457133682
38-0669-03,6.907725666666667,-0.00014476544788480077
38-0669-03,6.924409666666667,0.0002888332863417946
38-0669-03,6.941093666666667,-0.00014406951527000004
38-0669-03,6.957778,-0.00028744809046793093
38-0669-03,6.974462,0.0002867604698398563
38-0669-03,6.9911460000000005,0.00014303806557600796
38-0669-03,7.007829999999999,-0.00028539505096432643
38-0669-03,7.024514,0.00028471720605857367
38-0669-03,7.0411980000000005,-0.0001420212867184598
38-0669-03,7.057882,-6.292103067890092e-17
38-0669-03,7.074566,6.277264355863845e-17
38-0669-03,7.09125,-6.262495467654682e-17
38-0669-03,7.107934,0.0002813757133929808
38-0669-03,7.124623666666667,-0.0001403582907373058
38-0669-03,7.135752,-0.002662648589805269
38-0669-03,7.146880333333333,0.0025185814174118856
38-0669-03,7.158003333333333,-0.00013970376282770053
38-0669-03,7.174687666666667,6.189666093944196e-17
38-0669-03,7.191372,0.00013905552375811537
38-0669-03,7.208056,-0.0001387336613366891
38-0669-03,7.22474,0.0001384132854608379
38-0669-03,7.241423999999999,-6.132622669934293e-17
38-0669-03,7.258107666666667,0.00027555391733651935
38-0669-03,7.274791666666666,-0.0006873049056387493
38-0669-03,7.291475666666667,0.0004114393487883824
38-0669-03,7.30816,6.076621336287967e-17
