Material,Time lapse,Second Derivative
38-1454-03,192.48833,1.5585360421590824e-05
38-1454-03,192.50499666666667,-5.194670358259733e-06
38-1454-03,192.52166333333332,-1.5582661961557506e-05
38-1454-03,192.53832999999997,2.0775084109214948e-05
38-1454-03,192.55499666666665,1.8450384255416802e-17
38-1454-03,192.57166333333336,-5.19287200770689e-06
38-1454-03,192.58833,-1.038484522919375e-05
38-1454-03,192.6049966666667,1.0383946598541297e-05
38-1454-03,192.62175566666667,5.191521573129967e-06
38-1454-03,192.63851433333332,-1.038213986917579e-05
38-1454-03,192.65527333333333,1.0381236731278214e-05
38-1454-03,192.67194000000003,-1.5570508087478193e-05
38-1454-03,192.6886066666667,1.5569161311059148e-05
38-1454-03,192.70527333333334,-1.5567814767618162e-05
38-1454-03,192.72194,1.0377645638057046e-05
38-1454-03,192.73860666666667,0.0
38-1454-03,192.75527333333332,0.0
38-1454-03,192.77194,-5.187476974092921e-06
38-1454-03,192.78860666666665,5.187028514243228e-06
38-1454-03,192.80527333333336,-1.0373160263833505e-05
38-1454-03,192.82194,1.5558395481326248e-05
38-1454-03,192.8386066666667,-1.0371367199579807e-05
38-1454-03,192.85527333333334,1.5555706349866438e-05
38-1454-03,192.87194,-1.5554362132719327e-05
38-1454-03,192.888699,1.8418464623479578e-17
38-1454-03,192.90545800000004,-1.8416864487061327e-17
38-1454-03,192.92221666666669,5.18343619143167e-06
38-1454-03,192.93888333333334,-5.182988429934879e-06
38-1454-03,192.95555,5.182540745789495e-06
38-1454-03,192.97221666666667,-5.1820931389570644e-06
38-1454-03,192.98888333333332,1.554493682838154e-05
38-1454-03,193.00555,-1.0362396314504384e-05
38-1454-03,193.02221666666665,-5.180750782321286e-06
38-1454-03,193.03888333333336,-5.180303484614038e-06
38-1454-03,193.05555,1.0359712528331308e-05
38-1454-03,193.06666133333331,-1.5538674462394913e-05
38-1454-03,193.07777233333331,1.553778026204308e-05
38-1454-03,193.08888333333334,0.0
38-1454-03,193.10555,-1.0357030131979347e-05
38-1454-03,193.122309,2.0712262714324156e-05
38-1454-03,193.13906800000004,-1.0355232738321198e-05
38-1454-03,193.15582666666668,0.0
38-1454-03,193.17249333333334,-5.176720467523545e-06
38-1454-03,193.18916,0.0
38-1454-03,193.20582666666667,0.0
38-1454-03,193.22249333333332,1.0350761785027743e-05
38-1454-03,193.23916,-1.0349869043119646e-05
38-1454-03,193.25582666666665,1.0348976455194301e-05
38-1454-03,193.27249333333336,-1.5522126031799422e-05
38-1454-03,193.28916,1.0347191741114149e-05
38-1454-03,193.3058266666667,0.0
38-1454-03,193.32249333333334,0.0
38-1454-03,193.33916,0.0
38-1454-03,193.35582666666664,0.0
38-1454-03,193.37249333333332,-1.0342732647889412e-05
38-1454-03,193.38925233333336,1.5512754529050808e-05
38-1454-03,193.40601133333334,-1.5511410319264566e-05
38-1454-03,193.42277033333335,5.170022114156643e-06
38-1454-03,193.439437,5.169576667025088e-06
38-1454-03,193.45610366666665,0.0
38-1454-03,193.47277033333333,1.033737200616449e-05
38-1454-03,193.48943700000004,-2.06729631447415e-05
38-1454-03,193.5061036666667,1.033559129196301e-05
38-1454-03,193.52277033333334,-1.550205174736163e-05
38-1454-03,193.539437,1.5500716786729693e-05
38-1454-03,193.55610366666667,5.1664606853205876e-06
38-1454-03,193.57277033333332,1.8353375181244292e-17
38-1454-03,193.58943699999998,-1.549671328401904e-05
38-1454-03,193.60610366666666,1.8350215264479676e-17
38-1454-03,193.6227703333333,5.164681810285582e-06
38-1454-03,193.63943700000002,1.549271184879383e-05
38-1454-03,193.6562013333333,-1.549137068345091e-05
38-1454-03,193.67296566666664,5.16334325009685e-06
38-1454-03,193.6897296666667,-1.032579271725363e-05
38-1454-03,193.70639633333334,2.0649808554150755e-05
38-1454-03,193.723063,-5.16200799487498e-06
38-1454-03,193.73972966666668,-1.0323127855311281e-05
38-1454-03,193.75639633333333,0.0
38-1454-03,193.77306299999998,5.1606760223490005e-06
38-1454-03,193.78972966666666,0.0
38-1454-03,193.8063963333333,-1.547936526738945e-05
38-1454-03,193.82306300000002,1.5478034211027372e-05
38-1454-03,193.83426666666665,-1.547713957697253e-05
38-1454-03,193.84547,3.095249014588903e-05
38-1454-03,193.85667333333333,-2.579225112050483e-05
38-1454-03,193.87333999999998,5.158006768737102e-06
38-1454-03,193.89000666666666,1.031512677928172e-05
38-1454-03,193.90667333333332,-5.157120086744937e-06
38-1454-03,193.92343200000002,-5.156674413648074e-06
38-1454-03,193.940191,-1.5468686426116358e-05
38-1454-03,193.95695,3.0934699684666006e-05
38-1454-03,193.97361666666666,-5.155340283845002e-06
38-1454-03,193.9902833333333,-5.1548973629744664e-06
38-1454-03,194.00695,-5.154454518259383e-06
38-1454-03,194.0236166666667,-5.154011749588573e-06
38-1454-03,194.04028333333335,1.546070717102873e-05
38-1454-03,194.05695,-1.0306252880932346e-05
38-1454-03,194.07361666666668,5.152683899938771e-06
38-1454-03,194.09028333333333,5.152241435413891e-06
38-1454-03,194.10694999999998,-1.5455397140615865e-05
38-1454-03,194.12361666666666,5.151356734311692e-06
38-1454-03,194.14028333333331,1.5452743492939314e-05
38-1454-03,194.15695000000002,-1.5451417010826103e-05
38-1454-03,194.17361666666667,1.82965829230001e-17
38-1454-03,194.19037566666665,1.0299171589370609e-05
38-1454-03,194.20713433333333,-1.0298282845604069e-05
38-1454-03,194.2238933333333,1.0297394237535851e-05
38-1454-03,194.24056,-1.544476601591405e-05
38-1454-03,194.2572266666667,1.0295627268635761e-05
38-1454-03,194.27389333333335,-5.147372005797153e-06
38-1454-03,194.29056,1.5440791359086687e-05
38-1454-03,194.30722666666668,-2.0585955904047605e-05
38-1454-03,194.32389333333333,5.146047574717537e-06
38-1454-03,194.34055999999998,1.0291212498319675e-05
38-1454-03,194.35722666666666,-1.0290329998547233e-05
38-1454-03,194.3738933333333,1.0289447650115382e-05
38-1454-03,194.39056000000002,-1.8276163610005035e-17
38-1454-03,194.40722666666667,-2.571920851773953e-05
38-1454-03,194.42389333333335,3.08604045373676e-05
38-1454-03,194.44056,-2.0571839537994456e-05
38-1454-03,194.45731899999998,1.542754993961714e-05
38-1454-03,194.47407799999996,-5.142073484969393e-06
38-1454-03,194.4908366666667,0.0
38-1454-03,194.50750333333335,-1.0282379680599939e-05
38-1454-03,194.52417,1.5422248042493198e-05
38-1454-03,194.54083666666668,-1.5420926790522522e-05
38-1454-03,194.55750333333333,5.1398685883190296e-06
38-1454-03,194.57416999999998,5.139428321827696e-06
38-1454-03,194.59083666666666,5.138988130863382e-06
38-1454-03,194.6075033333333,-1.027709603044825e-05
38-1454-03,194.62417000000002,2.055243189990912e-05
38-1454-03,194.64083666666667,-2.568834005045809e-05
38-1454-03,194.65750333333335,0.0
38-1454-03,194.67417,5.1367883063154675e-06
38-1454-03,194.69083666666666,2.0545394269632734e-05
38-1454-03,194.7075033333333,-6.676681574898566e-05
38-1454-03,194.72426199999998,6.676106955794588e-05
38-1454-03,194.74102100000002,-1.0270049883321149e-05
38-1454-03,194.75778,5.134583070302349e-06
38-1454-03,194.77444666666668,-5.134143708846215e-06
38-1454-03,194.79111333333333,5.133704422575144e-06
38-1454-03,194.80777999999998,-2.5666326057403897e-05
38-1454-03,194.82444666666666,1.539847822656948e-05
38-1454-03,194.8411133333333,0.0
38-1454-03,194.85778000000002,5.13194802897386e-06
38-1454-03,194.87444666666667,1.5394527354979847e-05
38-1454-03,194.89111333333335,-5.131070282754825e-06
38-1454-03,194.90778,-3.078378913350831e-05
38-1454-03,194.92444666666665,0.0
38-1454-03,194.9411133333333,0.0
38-1454-03,194.95778000000004,-5.129315690800691e-06
38-1454-03,194.9744466666667,5.128877230293132e-06
38-1454-03,194.99120566666667,1.0256872832602764e-05
38-1454-03,195.00796433333335,0.0
38-1454-03,195.01916766666668,-1.0255402194195387e-05
38-1454-03,195.03027866666665,1.5382226906046333e-05
38-1454-03,195.04138999999998,5.127116864790711e-06
38-1454-03,195.05805666666666,-5.12667878010348e-06
38-1454-03,195.0747233333333,5.126240770255625e-06
38-1454-03,195.09139000000002,-1.0251605670528764e-05
38-1454-03,195.10805666666667,-2.050145990044229e-05
38-1454-03,195.12472333333335,3.5874490328152e-05
38-1454-03,195.14139,-5.1244894791657214e-06
38-1454-03,195.15805666666665,1.024810368663631e-05
38-1454-03,195.17472333333333,-1.024722856444453e-05
38-1454-03,195.19139000000004,5.123176795849803e-06
38-1454-03,195.2080566666667,-1.536821815260859e-05
38-1454-03,195.22481566666667,5.122299624596165e-06
38-1454-03,195.24157433333335,0.0
38-1454-03,195.25833333333333,-5.121420340562517e-06
38-1454-03,195.27499999999998,5.1209832287679915e-06
38-1454-03,195.29166666666666,0.0
38-1454-03,195.3083333333333,-5.120109229003143e-06
38-1454-03,195.32500000000002,5.1196723409764345e-06
38-1454-03,195.34166666666667,0.0
38-1454-03,195.35833333333335,0.0
38-1454-03,195.375,-1.0236724248253074e-05
38-1454-03,195.39166666666665,5.1179255342079155e-06
38-1454-03,195.40833333333333,5.117489018709554e-06
38-1454-03,195.42500000000004,-1.5351157733146286e-05
38-1454-03,195.4416666666667,2.5583081055723384e-05
38-1454-03,195.45833333333334,-2.046471967596393e-05
38-1454-03,195.475,2.046297480495093e-05
38-1454-03,195.491759,-2.557652570919373e-05
38-1454-03,195.50851799999998,1.534459997287747e-05
38-1454-03,195.52527666666666,1.0228856514590236e-05
38-1454-03,195.5419433333333,-1.534197701454834e-05
38-1454-03,195.55861000000002,1.8167002101316328e-17
38-1454-03,195.57527666666667,-1.0226241445697615e-05
38-1454-03,195.59194333333335,2.5563425132894474e-05
38-1454-03,195.60861,-2.556124702281257e-05
38-1454-03,195.62527666666665,3.06708831406478e-05
38-1454-03,195.64194333333333,-2.044551353278149e-05
38-1454-03,195.65861000000004,-5.110942983790334e-06
38-1454-03,195.6752766666667,1.5331522975744253e-05
38-1454-03,195.69194333333334,-1.8154624141827645e-17
38-1454-03,195.70861,-1.0219274461125337e-05
38-1454-03,195.72527666666667,-5.1092021277754645e-06
38-1454-03,195.74194333333332,1.5326301297085312e-05
38-1454-03,195.758702,-1.532498923089338e-05
38-1454-03,195.77546100000004,2.043156981765395e-05
38-1454-03,195.79222000000001,-2.0429820960224508e-05
38-1454-03,195.80888666666667,2.0428082034980613e-05
38-1454-03,195.82555333333335,-1.0213171702867877e-05
38-1454-03,195.84222,-1.5318453804292628e-05
38-1454-03,195.85888666666665,2.0422867034904605e-05
38-1454-03,195.87555333333333,-1.0210564646583627e-05
38-1454-03,195.89222000000004,-1.8136063182093195e-17
38-1454-03,195.9088866666667,0.0
38-1454-03,195.92555333333334,1.020795892100808e-05
38-1454-03,195.94222,-1.53106359619875e-05
38-1454-03,195.95888666666667,2.5515556273330657e-05
38-1454-03,195.97555333333332,-2.5513386312498596e-05
38-1454-03,195.99221999999997,1.0204486688292483e-05
38-1454-03,196.00888666666665,-1.0203618999173737e-05
38-1454-03,196.0256456666667,1.530411997773972e-05
38-1454-03,196.04240433333334,1.812216949124832e-17
38-1454-03,196.05916333333334,0.0
38-1454-03,196.07583,-5.100067662603913e-06
38-1454-03,196.09249666666665,-2.549817093971703e-05
38-1454-03,196.10916333333333,2.0396803147877156e-05
38-1454-03,196.12583000000004,2.039506983855329e-05
38-1454-03,196.1424966666667,-1.5295002617892108e-05
38-1454-03,196.15916333333334,-5.097901025905015e-06
38-1454-03,196.17583,1.0194935838912158e-05
38-1454-03,196.19249666666667,-1.0194069773184864e-05
38-1454-03,196.20916333333332,5.096601927295323e-06
38-1454-03,196.22582999999997,-1.0192338083128223e-05
38-1454-03,196.24249666666665,1.8103691805527043e-17
38-1454-03,196.25916333333336,2.5476517453133295e-05
38-1454-03,196.27583,-1.528461247622855e-05
38-1454-03,196.292589,-5.094435837316416e-06
38-1454-03,196.309348,5.094000923487465e-06
38-1454-03,196.32610666666665,-1.0187132185097535e-05
38-1454-03,196.34277333333333,1.0186267444656438e-05
38-1454-03,196.35944000000003,0.0
38-1454-03,196.3761066666667,-1.527680760619408e-05
38-1454-03,196.39277333333334,3.0551022311887987e-05
38-1454-03,196.40944,-2.036561990096472e-05
38-1454-03,196.42610666666667,1.0181945943654151e-05
38-1454-03,196.44277333333332,-5.0905410417128205e-06
38-1454-03,196.45944,-1.018021836976856e-05
38-1454-03,196.47610666666665,5.089677401340887e-06
38-1454-03,196.49277333333336,2.0356982764002837e-05
38-1454-03,196.50944,-2.0355256215687834e-05
38-1454-03,196.5261066666667,-5.088382490054359e-06
38-1454-03,196.54277333333334,1.0175901998749538e-05
38-1454-03,196.559532,5.087517200647497e-06
38-1454-03,196.576291,-2.0348333869018497e-05
38-1454-03,196.59305000000003,3.051989884688307e-05
38-1454-03,196.60971666666669,-2.034487444373342e-05
38-1454-03,196.62638333333334,1.8068346773066148e-17
38-1454-03,196.64305,-1.8066815373340177e-17
38-1454-03,196.65971666666667,5.084925458812682e-06
38-1454-03,196.67638333333332,0.0
38-1454-03,196.69305,5.084063722626038e-06
38-1454-03,196.70971666666665,-5.083632964060508e-06
38-1454-03,196.72638333333336,-5.083202278482742e-06
38-1454-03,196.73758666666666,-1.0165825625334384e-05
38-1454-03,196.74879,5.082623379781239e-06
38-1454-03,196.75999333333334,1.5247001939674456e-05
38-1454-03,196.77110433333334,-2.0328187990576467e-05
38-1454-03,196.78221566666664,1.0163520078393323e-05
38-1454-03,196.79332666666664,1.016294624354866e-05
38-1454-03,196.80999333333332,-2.032417120825065e-05
38-1454-03,196.82666000000003,2.032245022092706e-05
38-1454-03,196.84332666666668,-1.8048433436692752e-17
38-1454-03,196.86008566666666,1.8046896945966657e-17
38-1454-03,196.87684466666667,-1.5237952462512447e-05
38-1454-03,196.89360366666665,-1.8043824749203684e-17
38-1454-03,196.91027033333333,1.5235365808625477e-05
38-1454-03,196.92138133333333,-2.031267490060129e-05
38-1454-03,196.93249266666666,1.5233646613502201e-05
38-1454-03,196.9436036666667,-5.077595724782988e-06
38-1454-03,196.96027033333334,5.077166061504858e-06
38-1454-03,196.976937,0.0
38-1454-03,196.99360366666667,-1.0152613906099693e-05
38-1454-03,197.01027033333332,1.0151755015690164e-05
38-1454-03,197.02693699999998,5.07544813528553e-06
38-1454-03,197.04360366666666,-1.0150037670741573e-05
38-1454-03,197.0602703333333,-1.802856391494328e-17
38-1454-03,197.07693700000002,1.5222481360160949e-05
38-1454-03,197.0937013333333,-1.0147457714117438e-05
38-1454-03,197.11046566666664,-1.0146594668296761e-05
38-1454-03,197.1272296666667,5.07286589320321e-06
38-1454-03,197.14389633333334,0.0
38-1454-03,197.160563,1.0144016478601983e-05
38-1454-03,197.17722966666668,-1.5214738563229096e-05
38-1454-03,197.19389633333333,2.028460350129828e-05
38-1454-03,197.21056299999998,-1.0141444604054458e-05
38-1454-03,197.22722966666666,0.0
38-1454-03,197.2438963333333,0.0
38-1454-03,197.26056300000002,-1.5208311049989821e-05
38-1454-03,197.27722966666667,1.5207026198964383e-05
38-1454-03,197.29389633333335,0.0
38-1454-03,197.310563,0.0
38-1454-03,197.32722966666665,5.067724316035405e-06
38-1454-03,197.3438963333333,-2.026918528679189e-05
38-1454-03,197.36065533333337,2.0267464116621997e-05
38-1454-03,197.37741433333335,-5.066435809683929e-06
38-1454-03,197.39417333333336,0.0
38-1454-03,197.41084,0.0
38-1454-03,197.42750666666666,-1.5195450981738144e-05
38-1454-03,197.4441733333333,1.5194168302628973e-05
38-1454-03,197.46084,5.064295280022217e-06
38-1454-03,197.4775066666667,-1.0127735729306911e-05
38-1454-03,197.49417333333335,5.06344052142444e-06
38-1454-03,197.51084,-1.012602650063381e-05
38-1454-03,197.52750666666668,1.5187758153937781e-05
38-1454-03,197.54417333333333,-5.062158924393259e-06
38-1454-03,197.56083999999998,-5.061731869540655e-06
38-1454-03,197.57750666666666,1.0122609773473089e-05
38-1454-03,197.59417333333332,-1.0121755951925393e-05
38-1454-03,197.61084000000002,-5.060451137182906e-06
38-1454-03,197.627599,3.0360132038036992e-05
38-1454-03,197.644358,-3.0357557689573813e-05
38-1454-03,197.66111666666666,1.0118327942947021e-05
38-1454-03,197.6777833333333,-1.0117474843525538e-05
38-1454-03,197.69445,1.5174932831936157e-05
38-1454-03,197.7111166666667,-1.0115769076188375e-05
38-1454-03,197.72778333333335,1.0114916408199954e-05
38-1454-03,197.74445,-1.0114063883943842e-05
38-1454-03,197.76111666666668,-1.7964672422378786e-17
38-1454-03,197.77778333333333,-5.056179633241598e-06
38-1454-03,197.79444999999998,5.055753586603009e-06
38-1454-03,197.81111666666666,-2.0221310447067645e-05
38-1454-03,197.82778333333331,4.5494115378283765e-05
38-1454-03,197.84445000000002,-2.0217903509538846e-05
38-1454-03,197.86111666666667,-1.5162150353442934e-05
38-1454-03,197.87778333333335,1.516087328988565e-05
38-1454-03,197.894542,1.5159589393830345e-05
38-1454-03,197.91130099999998,-3.0316611379358414e-05
38-1454-03,197.92806,2.5261703671520884e-05
38-1454-03,197.9447266666667,-2.0207661337367524e-05
38-1454-03,197.96139333333335,1.0102980012023008e-05
38-1454-03,197.97806,0.0
38-1454-03,197.99472666666668,0.0
38-1454-03,198.01139333333333,0.0
38-1454-03,198.02805999999998,5.049789408638464e-06
38-1454-03,198.04472666666666,-2.0197457752731895e-05
38-1454-03,198.0613933333333,1.5146818617756437e-05
38-1454-03,198.07259666666667,-1.514596188713963e-05
38-1454-03,198.0838,1.5145105253433717e-05
38-1454-03,198.09500333333335,-1.5144248716622248e-05
38-1454-03,198.11167,4.038126577802872e-05
38-1454-03,198.12833666666666,-3.0283401662502698e-05
38-1454-03,198.1450033333333,-5.046809069999105e-06
38-1454-03,198.16167,1.00927692020303e-05
38-1454-03,198.1783366666667,0.0
38-1454-03,198.19500333333335,5.0455358771877015e-06
38-1454-03,198.21167,-1.5135334866996282e-05
38-1454-03,198.22833666666668,5.044687438805643e-06
38-1454-03,198.24500333333333,1.5132789979878601e-05
38-1454-03,198.26166999999998,-1.5131517857201882e-05
38-1454-03,198.27833666666666,5.043415316128865e-06
38-1454-03,198.2950956666667,-1.0085978139189265e-05
38-1454-03,198.31185433333334,1.5127688710736896e-05
38-1454-03,198.32861333333335,0.0
38-1454-03,198.34528,-2.0166852470607498e-05
38-1454-03,198.36194666666665,2.0165158021560973e-05
38-1454-03,198.3786133333333,1.7908753464421675e-17
38-1454-03,198.39528000000004,-1.0080884988808422e-05
38-1454-03,198.4119466666667,1.7905744782440353e-17
38-1454-03,198.42861333333335,-1.790424082051322e-17
38-1454-03,198.44528,0.0
38-1454-03,198.46194666666668,1.7901233654467667e-17
38-1454-03,198.47861333333333,1.0076652423183019e-05
38-1454-03,198.49527999999998,1.789822749840954e-17
38-1454-03,198.51194666666666,-5.037480195992346e-06
38-1454-03,198.5286133333333,5.037057294701648e-06
38-1454-03,198.54528000000002,-1.0073268928857632e-05
38-1454-03,198.562039,-1.0072418726534351e-05
38-1454-03,198.578798,1.0071568667662554e-05
38-1454-03,198.59555666666665,2.0141437538379313e-05
38-1454-03,198.61222333333333,-2.0139747357281667e-05
38-1454-03,198.62889000000004,-5.0345143649429305e-06
38-1454-03,198.6455566666667,1.5102275884449836e-05
38-1454-03,198.66222333333334,-5.033669628910197e-06
38-1454-03,198.67889,5.033247367170085e-06
38-1454-03,198.69555666666668,-2.0131300704986418e-05
38-1454-03,198.71222333333333,1.5097209168495441e-05
38-1454-03,198.72888999999998,5.03198100689448e-06
38-1454-03,198.74555666666666,-1.0063118056806759e-05
38-1454-03,198.7622233333333,5.031137120680002e-06
38-1454-03,198.77889000000002,1.5092145851101762e-05
38-1454-03,198.79555666666667,-3.0181761104755546e-05
38-1454-03,198.81231566666668,1.0059738971865997e-05
38-1454-03,198.823519,-1.0059172124394859e-05
38-1454-03,198.83472233333336,1.0058605340819576e-05
38-1454-03,198.84583333333333,-1.786667399183036e-17
38-1454-03,198.86250000000004,1.0057200326853435e-05
38-1454-03,198.8791666666667,1.786367943081268e-17
38-1454-03,198.89583333333334,-1.0055514821422156e-05
38-1454-03,198.9125,5.027336140268822e-06
38-1454-03,198.92916666666667,-5.0269149403983965e-06
38-1454-03,198.94583333333333,-1.0052987622271277e-05
38-1454-03,198.96249999999998,3.0156436514419694e-05
38-1454-03,198.97916666666666,-2.01026070568594e-05
38-1454-03,198.9958333333333,-5.025230846530302e-06
38-1454-03,199.01250000000002,1.0049619998738227e-05
38-1454-03,199.02916666666667,0.0
38-1454-03,199.04583333333335,-1.784872167030458e-17
38-1454-03,199.062592,1.5070636676948658e-05
38-1454-03,199.079351,-3.516185865001085e-05
38-1454-03,199.09611000000004,2.511349920395457e-05
38-1454-03,199.1127766666667,-2.511139708711871e-05
38-1454-03,199.12944333333334,3.0131154386611507e-05
38-1454-03,199.14611,-1.506431634542153e-05
38-1454-03,199.16277666666667,1.506305570857091e-05
38-1454-03,199.17944333333332,-1.5061795282674166e-05
38-1454-03,199.19610999999998,-5.020178355880893e-06
38-1454-03,199.21277666666666,5.019758354510174e-06
38-1454-03,199.2294433333333,2.007735369369519e-05
38-1454-03,199.24611000000002,-2.509459281289134e-05
38-1454-03,199.26277666666667,1.0036997543942238e-05
38-1454-03,199.27944333333335,0.0
38-1454-03,199.29611,-1.0035318802754813e-05
38-1454-03,199.31277666666665,1.50517194641132e-05
38-1454-03,199.32953566666666,-1.0033635975287624e-05
38-1454-03,199.34629433333336,1.0032792466451269e-05
38-1454-03,199.36305333333334,-1.5047923623981078e-05
38-1454-03,199.37972,1.0031110486073731e-05
38-1454-03,199.39638666666667,1.0030272029682606e-05
38-1454-03,199.41305333333332,-2.0058867426891055e-05
38-1454-03,199.42971999999997,5.014297768681493e-06
38-1454-03,199.44638666666665,5.013878750610858e-06
38-1454-03,199.4630533333333,-5.0134598026179995e-06
38-1454-03,199.47972000000001,-1.7809899065431317e-17
38-1454-03,199.49638666666667,1.002524423334139e-05
38-1454-03,199.50759000000002,-2.506170316629336e-05
38-1454-03,199.51879333333332,2.5060295907308975e-05
38-1454-03,199.52999666666665,-1.5035333283824208e-05
38-1454-03,199.54666333333333,2.0045436657204717e-05
38-1454-03,199.56333000000004,-1.5032821911739326e-05
38-1454-03,199.5799966666667,-5.010522180075207e-06
38-1454-03,199.59666333333334,2.004041517125787e-05
38-1454-03,199.61333,-2.5048427377064475e-05
38-1454-03,199.62999666666667,1.502780168357855e-05
38-1454-03,199.64666333333332,1.0017698100266565e-05
38-1454-03,199.66332999999997,-2.0033723768895287e-05
38-1454-03,199.67999666666665,2.5040064520562335e-05
38-1454-03,199.69666333333336,-3.505316455046152e-05
38-1454-03,199.71333,1.0014354074424797e-05
38-1454-03,199.730089,5.006756893788143e-06
38-1454-03,199.746848,1.0012673641801068e-05
38-1454-03,199.76360666666665,-1.5017750480494595e-05
38-1454-03,199.78027333333333,1.5016497624858924e-05
38-1454-03,199.79694000000003,-1.0010163318829827e-05
38-1454-03,199.8136066666667,-5.004664180182137e-06
38-1454-03,199.83027333333334,2.502123385308388e-05
38-1454-03,199.84694,-3.002297658398086e-05
38-1454-03,199.86360666666667,2.5017060801559664e-05
38-1454-03,199.88027333333332,5.0029949595554e-06
38-1454-03,199.89694,-4.00206226268352e-05
38-1454-03,199.91360666666665,3.501512536697718e-05
38-1454-03,199.93027333333336,-2.0006975098407388e-05
38-1454-03,199.94694,1.0002653704022134e-05
38-1454-03,199.9636066666667,5.000909998911148e-06
38-1454-03,199.98027333333334,-1.0000986430604965e-05
38-1454-03,199.997032,-1.7763832009269523e-17
38-1454-03,200.013791,-4.999655248760669e-06
38-1454-03,200.03055000000003,1.9996945466568893e-05
38-1454-03,200.04721666666669,-1.9995279447783714e-05
38-1454-03,200.06388333333334,1.4995210279934749e-05
38-1454-03,200.08055,0.0
38-1454-03,200.09721666666667,-1.4992712292451509e-05
38-1454-03,200.11388333333332,1.7753459278398397e-17
38-1454-03,200.13055,2.9980430274139693e-05
38-1454-03,200.14721666666665,-2.9977933742623187e-05
38-1454-03,200.16388333333336,4.99590627116018e-06
38-1454-03,200.18055,-9.990980642237442e-06
38-1454-03,200.1972166666667,2.4975372201723107e-05
38-1454-03,200.21388333333334,-9.989317257630527e-06
38-1454-03,200.23055,4.994242886500933e-06
38-1454-03,200.24721666666665,-1.4981481640218693e-05
38-1454-03,200.26397566666665,9.986818614486269e-06
38-1454-03,200.28073433333336,-4.99299147933466e-06
38-1454-03,200.29749333333334,9.985147426054214e-06
38-1454-03,200.31416,-1.497647495314417e-05
38-1454-03,200.33082666666667,-1.773423360705196e-17
38-1454-03,200.34749333333332,2.994796640665289e-05
38-1454-03,200.36416,-2.9945475278613837e-05
38-1454-03,200.38082666666665,-1.772980847469223e-17
38-1454-03,200.39749333333336,1.4970247132850028e-05
38-1454-03,200.41416,0.0
38-1454-03,200.4308266666667,-9.978504969839855e-06
38-1454-03,200.44749333333334,-9.97767528413538e-06
38-1454-03,200.46416,2.494211434103236e-05
38-1454-03,200.48082666666664,-9.976016326609778e-06
38-1454-03,200.49749333333332,0.0
38-1454-03,200.51416000000003,0.0
38-1454-03,200.530919,-4.9867621660938085e-06
38-1454-03,200.547678,1.771505765726443e-17
38-1454-03,200.564437,9.971857573111722e-06
38-1454-03,200.58110366666665,-9.97102899243697e-06
38-1454-03,200.59777033333333,9.970200549447477e-06
38-1454-03,200.61443700000004,-1.4954058366181096e-05
38-1454-03,200.6311036666667,4.984272038193506e-06
38-1454-03,200.64777033333334,9.967716046282858e-06
38-1454-03,200.664437,-4.983444076845675e-06
38-1454-03,200.68110366666667,-9.966060398613635e-06
38-1454-03,200.69777033333332,1.993046556203091e-05
38-1454-03,200.71443699999998,-1.9928810601725123e-05
38-1454-03,200.73110366666666,1.7698869850783684e-17
38-1454-03,200.7477703333333,1.9925501505476e-05
38-1454-03,200.76443700000002,-1.494288552706454e-05
38-1454-03,200.78110366666667,9.961096753983902e-06
38-1454-03,200.79786800000002,-9.960265115939072e-06
38-1454-03,200.814632,-4.9797168166748675e-06
38-1454-03,200.83139633333334,1.4937903409406988e-05
38-1454-03,200.848063,-9.957775893524271e-06
38-1454-03,200.86472966666668,1.4935424476853595e-05
38-1454-03,200.88139633333333,-1.9912247092111842e-05
38-1454-03,200.89806299999998,9.955297577950724e-06
38-1454-03,200.91472966666666,0.0
38-1454-03,200.9313963333333,-4.9768230264138576e-06
38-1454-03,200.94806300000002,-9.952820495706353e-06
38-1454-03,200.96472966666667,2.4879987688864046e-05
38-1454-03,200.97593300000003,-2.4878600762622444e-05
38-1454-03,200.98713633333332,9.950885596389263e-06
38-1454-03,200.99833999999998,1.4925496399622574e-05
38-1454-03,201.01500666666666,-1.9899011851541945e-05
38-1454-03,201.03167333333332,4.974340527622013e-06
38-1454-03,201.04834000000002,1.9895712643045624e-05
38-1454-03,201.06500666666668,-1.9894063449005276e-05
38-1454-03,201.08167333333336,-4.973103632074754e-06
38-1454-03,201.09834,1.9890765881000226e-05
38-1454-03,201.11500666666666,-2.4861396883655417e-05
38-1454-03,201.1316733333333,1.4915602054521998e-05
38-1454-03,201.14843199999999,4.9714531207542404e-06
38-1454-03,201.16519100000002,-1.4913116852309271e-05
38-1454-03,201.18195,1.9882499399164702e-05
38-1454-03,201.19861666666668,-1.9880852394848884e-05
38-1454-03,201.21528333333333,9.939602831670286e-06
38-1454-03,201.23194999999998,-9.938779602321296e-06
38-1454-03,201.24861666666666,1.9875913018687166e-05
38-1454-03,201.26528333333331,-1.4905700328993125e-05
38-1454-03,201.28195000000002,4.9681553661302925e-06
38-1454-03,201.29861666666667,-9.935488048158193e-06
38-1454-03,201.31528333333335,1.9869331000477386e-05
38-1454-03,201.33195,-1.986768617700712e-05
38-1454-03,201.34861666666666,9.933020812918974e-06
38-1454-03,201.3652833333333,0.0
38-1454-03,201.38195,0.0
