Material,Time lapse,First Derivative
38-1454-03,93.908057,0.1199976000479987
38-1454-03,93.924723,0.06000240009602123
38-1454-03,93.94139,0.1199976000479987
38-1454-03,93.958057,0.059998800024025994
38-1454-03,93.974723,0.1800072002880104
38-1454-03,93.99139,0.0
38-1454-03,94.008057,0.1799964000719714
38-1454-03,94.024723,0.12000480019204246
38-1454-03,94.024723,
38-1454-03,94.04139,0.11999760004789639
38-1454-03,94.058057,0.059998800024025994
38-1454-03,94.075,0.11804284955439119
38-1454-03,94.091667,0.1199976000479987
38-1454-03,94.108333,0.12000480019198917
38-1454-03,94.125,0.059998800024025994
38-1454-03,94.141667,0.1799964000720247
38-1454-03,94.158333,0.06000240009596794
38-1454-03,94.175,0.1799964000720247
38-1454-03,94.191667,0.059998800024025994
38-1454-03,94.208333,0.06000240009602123
38-1454-03,94.225,0.1199976000479987
38-1454-03,94.241667,0.05999880002392155
38-1454-03,94.258333,0.12000480019214478
38-1454-03,94.275,0.17999640007187123
38-1454-03,94.291667,0.0
38-1454-03,94.308333,0.12000480019198917
38-1454-03,94.325,0.05999880002397271
38-1454-03,94.341943,0.11804284955444362
38-1454-03,94.35861,0.1799964000720247
38-1454-03,94.375277,0.05999880002397271
38-1454-03,94.391943,0.12000480019198917
38-1454-03,94.40861,0.059998800024025994
38-1454-03,94.425277,0.1199976000479987
38-1454-03,94.441943,0.06000240009602123
38-1454-03,94.45861,0.2399952000959974
38-1454-03,94.475277,0.05999880002397484
38-1454-03,94.491943,0.1800072002880104
38-1454-03,94.50861,0.0
38-1454-03,94.525277,0.1199976000479987
38-1454-03,94.541943,0.06000240009602123
38-1454-03,94.55861,0.1799964000720247
38-1454-03,94.575277,0.1199976000479987
38-1454-03,94.591943,0.12000480019198917
38-1454-03,94.608887,0.0
38-1454-03,94.625553,0.12000480019198917
38-1454-03,94.64222,0.0
38-1454-03,94.658887,0.11999760004805199
38-1454-03,94.675553,0.12000480019198917
38-1454-03,94.69222,0.11999760004789639
38-1454-03,94.708887,0.059998800024025994
38-1454-03,94.725553,0.06000240009596794
38-1454-03,94.74222,0.1799964000720247
38-1454-03,94.758887,0.11999760004805199
38-1454-03,94.775553,0.12000480019198917
38-1454-03,94.79222,0.1199976000479987
38-1454-03,94.808887,0.059998800024025994
38-1454-03,94.825553,0.12000480019198917
38-1454-03,94.84222,0.1199976000479987
38-1454-03,94.858887,0.0
38-1454-03,94.87583,0.05902142477722181
38-1454-03,94.892497,0.17999640007187123
38-1454-03,94.909163,0.1800072002880104
38-1454-03,94.92583,0.0
38-1454-03,94.942497,0.1199976000479987
38-1454-03,94.959163,0.12000480019198917
38-1454-03,94.97583,0.1799964000720247
38-1454-03,94.992497,0.059998800024025994
38-1454-03,95.009163,0.12000480019198917
38-1454-03,95.02583,0.05999880002397271
38-1454-03,95.042497,0.059998800024025994
38-1454-03,95.059163,0.12000480019198917
38-1454-03,95.07583,0.059998800024025994
38-1454-03,95.092497,0.1199976000479987
38-1454-03,95.109163,0.06000240009602123
38-1454-03,95.12583,0.1799964000720247
38-1454-03,95.142782,0.058990089664891734
38-1454-03,95.159448,0.12000480019198917
38-1454-03,95.176115,0.059998800024025994
38-1454-03,95.192782,0.1199976000479987
38-1454-03,95.209448,0.12000480019204246
38-1454-03,95.226115,0.1199976000479987
38-1454-03,95.242782,0.11999760004789639
38-1454-03,95.259448,0.0
38-1454-03,95.276115,0.1199976000479987
38-1454-03,95.292782,0.11999760004805199
38-1454-03,95.309448,0.12000480019198917
38-1454-03,95.326115,0.1199976000479987
38-1454-03,95.342782,0.1199976000479987
38-1454-03,95.359448,0.12000480019204246
38-1454-03,95.376115,0.05999880002397271
38-1454-03,95.392782,0.1799964000720247
38-1454-03,95.409725,0.05902142477722181
38-1454-03,95.426392,0.11999760004789639
38-1454-03,95.443058,0.12000480019209149
38-1454-03,95.459725,0.05999880002397484
38-1454-03,95.476392,0.1199976000479987
38-1454-03,95.493058,0.12000480019198917
38-1454-03,95.509725,0.1799964000720247
38-1454-03,95.526392,0.0
38-1454-03,95.543058,0.06000240009602123
38-1454-03,95.559725,0.1799964000720247
38-1454-03,95.576392,0.05999880002397271
38-1454-03,95.593058,0.24000960038403163
38-1454-03,95.609725,0.0
38-1454-03,95.626392,0.1199976000479987
38-1454-03,95.643058,0.0
38-1454-03,95.659725,0.0
38-1454-03,95.676668,0.05902142477717231
38-1454-03,95.693335,0.05999880002397271
38-1454-03,95.710002,0.2399952000960507
38-1454-03,95.726668,0.12000480019198917
38-1454-03,95.743335,0.059998800024025994
38-1454-03,95.760002,0.05999880002397271
38-1454-03,95.776668,0.06000240009602123
38-1454-03,95.793335,0.1799964000720247
38-1454-03,95.810002,0.05999880002397271
38-1454-03,95.826668,0.06000240009602123
38-1454-03,95.843335,0.1199976000479987
38-1454-03,95.843335,
38-1454-03,95.843612,0.0
38-1454-03,95.860278,0.24000960038403163
38-1454-03,95.876945,0.05999880002392155
38-1454-03,95.893612,0.059998800024025994
38-1454-03,95.910278,0.06000240009602123
38-1454-03,95.926945,0.1199976000479987
38-1454-03,95.943612,0.059998800024025994
38-1454-03,95.960278,0.1800072002879571
38-1454-03,95.976945,0.059998800024025994
38-1454-03,95.993612,0.1799964000720247
38-1454-03,96.010278,0.06000240009602123
38-1454-03,96.026945,0.05999880002397271
38-1454-03,96.043888,0.11804284955439119
38-1454-03,96.060555,0.11999760004805199
38-1454-03,96.077222,0.05999880002392155
38-1454-03,96.093888,0.1800072002880104
38-1454-03,96.110555,0.1199976000479987
38-1454-03,96.127222,0.11999760004805199
38-1454-03,96.143888,0.0
38-1454-03,96.160555,0.1799964000720247
38-1454-03,96.177222,0.05999880002397271
38-1454-03,96.193888,0.12000480019198917
38-1454-03,96.210555,0.059998800024025994
38-1454-03,96.227222,0.1199976000479987
38-1454-03,96.243888,0.12000480019204246
38-1454-03,96.260555,0.1199976000479987
38-1454-03,96.277222,0.1799964000720247
38-1454-03,96.293888,0.06000240009596794
38-1454-03,96.310832,0.11803588290837812
38-1454-03,96.327498,0.06000240009596794
38-1454-03,96.344165,0.1199976000479987
38-1454-03,96.360832,0.11999760004805199
38-1454-03,96.377498,0.06000240009596794
38-1454-03,96.394165,0.1199976000479987
38-1454-03,96.410832,0.11999760004805199
38-1454-03,96.427498,0.1800072002880104
38-1454-03,96.444165,0.1199976000479987
38-1454-03,96.460832,0.05999880002397271
38-1454-03,96.477498,0.0
38-1454-03,96.494165,0.1799964000720247
38-1454-03,96.510832,0.11999760004805199
38-1454-03,96.527498,0.06000240009596794
38-1454-03,96.544165,0.17999640007187123
38-1454-03,96.560832,0.059998800024025994
38-1454-03,96.577775,0.05902142477716939
38-1454-03,96.594442,0.11999760004805199
38-1454-03,96.611108,0.06000240009596794
38-1454-03,96.627775,0.1199976000479987
38-1454-03,96.644442,0.11999760004805199
38-1454-03,96.661108,0.12000480019198917
38-1454-03,96.677775,0.1199976000479987
38-1454-03,96.694442,0.059998800024025994
38-1454-03,96.711108,0.06000240009596794
38-1454-03,96.727775,0.1799964000720247
38-1454-03,96.744442,0.11999760004794968
38-1454-03,96.761108,0.1800072002881106
38-1454-03,96.777775,0.11999760004794968
38-1454-03,96.794442,0.0
38-1454-03,96.811108,0.1800072002880104
38-1454-03,96.827775,0.05999880002397271
38-1454-03,96.844718,0.11804284955439119
38-1454-03,96.861385,0.059998800024025994
38-1454-03,96.878052,0.0
38-1454-03,96.894718,0.12000480019198917
38-1454-03,96.911385,0.1799964000720247
38-1454-03,96.928052,0.1199976000479987
38-1454-03,96.944718,0.12000480019204246
38-1454-03,96.961385,0.05999880002392155
38-1454-03,96.978052,0.1799964000720247
38-1454-03,96.994718,0.06000240009602123
38-1454-03,97.011385,0.1199976000479987
38-1454-03,97.028052,0.059998800024025994
38-1454-03,97.044718,0.06000240009596794
38-1454-03,97.061385,0.1799964000720247
38-1454-03,97.078052,0.0
38-1454-03,97.094718,0.12000480019198917
38-1454-03,97.11167,0.05899008966494413
38-1454-03,97.128337,0.1199976000479987
38-1454-03,97.145003,0.1800072002880104
38-1454-03,97.16167,0.1199976000479987
38-1454-03,97.178337,0.059998800024025994
38-1454-03,97.195003,0.12000480019198917
38-1454-03,97.21167,0.11999760004805199
38-1454-03,97.228337,0.1199976000479987
38-1454-03,97.245003,0.1800072002880104
38-1454-03,97.26167,0.05999880002397271
38-1454-03,97.278337,0.11999760004805199
38-1454-03,97.278613,0.0
38-1454-03,97.29528,0.1199976000479987
38-1454-03,97.311947,0.05999880002397271
38-1454-03,97.328613,0.12000480019204246
38-1454-03,97.34528,0.05999880002397271
38-1454-03,97.361947,0.059998800024025994
38-1454-03,97.378613,0.1800072002880104
38-1454-03,97.39528,0.05999880002397271
38-1454-03,97.411947,0.11999760004805199
38-1454-03,97.428613,0.12000480019198917
38-1454-03,97.44528,0.059998800024025994
38-1454-03,97.461947,0.1199976000479987
38-1454-03,97.478613,0.12000480019198917
38-1454-03,97.495557,0.1180358829083257
38-1454-03,97.512223,0.12000480019204246
38-1454-03,97.52889,0.1199976000479987
38-1454-03,97.545557,0.1199976000479987
38-1454-03,97.562223,0.0
38-1454-03,97.57889,0.2399952000959974
38-1454-03,97.595557,0.11999760004805199
38-1454-03,97.612223,0.1800072002880104
38-1454-03,97.62889,-0.059998800024025994
38-1454-03,97.645557,0.1799964000720247
38-1454-03,97.662223,0.06000240009596794
38-1454-03,97.67889,0.11999760004805199
38-1454-03,97.695557,0.0
38-1454-03,97.712223,0.12000480019198917
38-1454-03,97.72889,0.17999640007187123
38-1454-03,97.745557,0.1199976000479987
38-1454-03,97.7625,0.11804284955439119
38-1454-03,97.779167,0.1799964000720247
38-1454-03,97.795833,0.06000240009602123
38-1454-03,97.8125,0.05999880002397271
38-1454-03,97.829167,0.1799964000720247
38-1454-03,97.845833,0.12000480019204246
38-1454-03,97.8625,0.1199976000479987
38-1454-03,97.879167,0.1199976000479987
38-1454-03,97.895833,0.06000240009602123
38-1454-03,97.9125,0.0
38-1454-03,97.929167,0.17999640007187123
38-1454-03,97.945833,0.0600024000960191
38-1454-03,97.9625,0.0
38-1454-03,97.979167,0.2399952000960507
38-1454-03,97.995833,0.12000480019198917
38-1454-03,98.0125,0.059998800024025994
38-1454-03,98.029443,0.23608569910878238
38-1454-03,98.04611,0.0
38-1454-03,98.062777,0.1199976000479987
38-1454-03,98.079443,0.06000240009602123
38-1454-03,98.09611,0.1199976000479987
38-1454-03,98.112777,0.1199976000479987
38-1454-03,98.129443,0.06000240009602123
38-1454-03,98.14611,0.059998800024025994
38-1454-03,98.162777,0.17999640007187123
38-1454-03,98.179443,0.12000480019198917
38-1454-03,98.19611,0.05999880002397271
38-1454-03,98.212777,0.11999760004805199
38-1454-03,98.229443,0.06000240009596794
38-1454-03,98.24611,0.2399952000960507
38-1454-03,98.262777,0.05999880002397271
38-1454-03,98.279443,0.12000480019204246
38-1454-03,98.296387,0.11803588290842469
38-1454-03,98.313053,0.06000240009602123
38-1454-03,98.32972,0.1199976000479987
38-1454-03,98.346387,0.05999880002397271
38-1454-03,98.363053,0.06000240009602123
38-1454-03,98.37972,0.17999640007187123
38-1454-03,98.396387,0.059998800024025994
38-1454-03,98.413053,0.1800072002879571
38-1454-03,98.42972,0.059998800024025994
38-1454-03,98.446387,0.1199976000479987
38-1454-03,98.463053,0.06000240009602123
38-1454-03,98.46333,0.0
38-1454-03,98.479997,0.1799964000720247
38-1454-03,98.496663,0.12000480019198917
38-1454-03,98.51333,0.1199976000479987
38-1454-03,98.529997,0.059998800024025994
38-1454-03,98.546663,0.06000240009602123
38-1454-03,98.56333,0.1199976000479987
38-1454-03,98.579997,0.11999760004789639
38-1454-03,98.596663,0.1800072002880104
38-1454-03,98.61333,0.059998800024025994
38-1454-03,98.629997,0.1199976000479987
38-1454-03,98.646663,0.1800072002880104
38-1454-03,98.66333,0.0
38-1454-03,98.680282,0.058990089664891734
38-1454-03,98.696948,0.1800072002880104
38-1454-03,98.713615,0.059998800024025994
38-1454-03,98.730282,0.1799964000720247
38-1454-03,98.746948,0.06000240009596794
38-1454-03,98.763615,0.059998800024025994
38-1454-03,98.780282,0.1799964000720247
38-1454-03,98.796948,0.06000240009596794
38-1454-03,98.813615,0.11999760004805199
38-1454-03,98.830282,0.05999880002397271
38-1454-03,98.846948,0.06000240009602123
38-1454-03,98.863615,0.1199976000479987
38-1454-03,98.880282,0.1199976000479987
38-1454-03,98.896948,0.12000480019204246
38-1454-03,98.913615,0.1199976000479987
38-1454-03,98.930282,0.05999880002392155
38-1454-03,98.947225,0.177064274331613
38-1454-03,98.963892,0.11999760004805199
38-1454-03,98.980558,0.1800072002879571
38-1454-03,98.997225,0.0
38-1454-03,99.013892,0.059998800024025994
38-1454-03,99.030558,0.12000480019198917
38-1454-03,99.047225,0.2399952000960507
38-1454-03,99.063892,0.0
38-1454-03,99.080558,0.1800072002880104
38-1454-03,99.097225,0.1199976000479987
38-1454-03,99.113892,0.05999880002397484
38-1454-03,99.130558,0.0600024000960191
38-1454-03,99.147225,0.11999760004789639
38-1454-03,99.163892,0.0
38-1454-03,99.180558,0.24000960038403163
38-1454-03,99.197225,0.059998800024025994
38-1454-03,99.214168,0.11804284955439119
38-1454-03,99.230835,0.05999880002397271
38-1454-03,99.247502,0.11999760004805199
38-1454-03,99.264168,0.06000240009596794
38-1454-03,99.280835,0.1799964000720247
38-1454-03,99.297502,0.1199976000479987
38-1454-03,99.314168,0.12000480019204246
38-1454-03,99.330835,0.1799964000720247
38-1454-03,99.347502,0.05999880002392155
38-1454-03,99.364168,0.0
38-1454-03,99.380835,0.1199976000479987
38-1454-03,99.397502,0.1799964000720247
38-1454-03,99.414168,0.12000480019204246
38-1454-03,99.430835,0.05999880002397271
38-1454-03,99.447502,0.1199976000479987
38-1454-03,99.464168,0.12000480019204246
38-1454-03,99.481112,0.11803588290842469
38-1454-03,99.497778,0.06000240009602123
38-1454-03,99.514445,0.1199976000479987
38-1454-03,99.531112,0.1799964000720247
38-1454-03,99.547778,0.06000240009596794
38-1454-03,99.564445,0.17999640007187123
38-1454-03,99.581112,0.1199976000479987
38-1454-03,99.597778,-0.06000240009596794
38-1454-03,99.614445,0.05999880002397271
38-1454-03,99.631112,0.059998800024025994
38-1454-03,99.647778,0.06000240009602123
38-1454-03,99.664445,0.2399952000959974
38-1454-03,99.681112,0.059998800024025994
38-1454-03,99.697778,0.12000480019198917
38-1454-03,99.714445,0.1199976000479987
38-1454-03,99.731112,0.059998800024025994
38-1454-03,99.748055,0.05902142477722181
38-1454-03,99.764722,0.17999640007181794
38-1454-03,99.781388,0.06000240009602123
38-1454-03,99.798055,0.1199976000479987
38-1454-03,99.814722,0.1799964000720247
38-1454-03,99.831388,0.06000240009602123
38-1454-03,99.848055,0.1799964000720247
38-1454-03,99.864722,0.05999880002397271
38-1454-03,99.881388,0.0
38-1454-03,99.898055,0.1799964000720247
38-1454-03,99.914722,0.059998800024025994
38-1454-03,99.914998,0.0
38-1454-03,99.931665,0.05999880002397271
38-1454-03,99.948332,0.2399952000960507
38-1454-03,99.964998,0.06000240009596794
38-1454-03,99.981665,0.11999760004794968
38-1454-03,99.998332,0.1199976000479987
38-1454-03,100.014998,0.06000240009602123
38-1454-03,100.031665,0.1799964000719714
38-1454-03,100.048332,0.059998800024025994
38-1454-03,100.064998,0.12000480019198917
38-1454-03,100.081665,0.1799964000720247
38-1454-03,100.098332,0.059998800024025994
38-1454-03,100.114998,0.12000480019198917
38-1454-03,100.131942,0.17705382436266326
38-1454-03,100.148608,0.12000480019198917
38-1454-03,100.165275,0.1199976000479987
38-1454-03,100.181942,0.05999880002397484
38-1454-03,100.198608,0.06000240009607239
38-1454-03,100.215275,0.17999640007187123
38-1454-03,100.231942,0.05999880002397271
38-1454-03,100.248608,0.12000480019198917
38-1454-03,100.265275,0.059998800024025994
38-1454-03,100.281942,0.1199976000479987
38-1454-03,100.298608,0.12000480019204246
38-1454-03,100.315275,0.1199976000479987
38-1454-03,100.331942,0.05999880002397271
38-1454-03,100.348608,0.1800072002880104
38-1454-03,100.365275,0.11999760004805199
38-1454-03,100.381942,0.1199976000479987
38-1454-03,100.398885,0.11804284955429219
38-1454-03,100.415552,0.059998800024025994
38-1454-03,100.415552,
38-1454-03,100.432218,0.0
38-1454-03,100.448885,0.1199976000479987
38-1454-03,100.465552,0.1199976000479987
38-1454-03,100.482218,0.12000480019198917
38-1454-03,100.498885,0.059998800024025994
38-1454-03,100.515552,0.1799964000720247
38-1454-03,100.532218,0.12000480019198917
38-1454-03,100.548885,0.059998800024025994
38-1454-03,100.565552,0.2399952000959974
38-1454-03,100.582218,0.12000480019204246
38-1454-03,100.598885,0.1199976000479987
38-1454-03,100.615552,0.05999880002397271
38-1454-03,100.632218,0.06000240009602123
38-1454-03,100.64917,0.17697026899478
38-1454-03,100.665837,0.059998800024025994
38-1454-03,100.682503,0.1800072002879571
38-1454-03,100.69917,0.0
38-1454-03,100.715837,0.1799964000720247
38-1454-03,100.732503,0.06000240009602123
38-1454-03,100.74917,0.11999760004789639
38-1454-03,100.765837,0.059998800024025994
38-1454-03,100.782503,0.12000480019198917
38-1454-03,100.79917,0.2399952000960507
38-1454-03,100.815837,0.05999880002397271
38-1454-03,100.832503,0.06000240009602123
38-1454-03,100.84917,0.05999880002397271
38-1454-03,100.865837,0.11999760004805199
38-1454-03,100.882503,0.12000480019198917
38-1454-03,100.89917,0.1799964000720247
38-1454-03,100.916113,0.11804284955439119
38-1454-03,100.93278,0.059998800024025994
38-1454-03,100.949447,0.17999640007187123
38-1454-03,100.966113,0.06000240009596794
38-1454-03,100.98278,0.1199976000479987
38-1454-03,100.999447,0.059998800024025994
38-1454-03,101.016113,0.12000480019198917
38-1454-03,101.03278,0.059998800024025994
38-1454-03,101.049447,0.059998800024025994
38-1454-03,101.066113,0.12000480019198917
38-1454-03,101.08278,0.1799964000720247
38-1454-03,101.099447,0.0
38-1454-03,101.116113,0.24000960038397834
38-1454-03,101.13278,0.059998800024025994
38-1454-03,101.149447,0.1199976000479987
38-1454-03,101.166113,0.12000480019198917
38-1454-03,101.183057,0.1180358829083257
38-1454-03,101.199723,0.1800072002880104
38-1454-03,101.21639,0.0
38-1454-03,101.233057,0.1799964000720247
38-1454-03,101.249723,0.12000480019198917
38-1454-03,101.26639,0.059998800024025994
38-1454-03,101.283057,0.059998800024025994
38-1454-03,101.299723,0.12000480019198917
38-1454-03,101.31639,0.1199976000479987
38-1454-03,101.333057,0.1199976000479987
38-1454-03,101.349723,0.12000480019204246
38-1454-03,101.35,0.0
38-1454-03,101.366667,0.11999760004789639
38-1454-03,101.383333,0.06000240009607239
38-1454-03,101.4,0.17999640007181794
38-1454-03,101.416667,0.0
38-1454-03,101.433333,0.24000960038403163
38-1454-03,101.45,0.0
38-1454-03,101.466667,0.1199976000479987
38-1454-03,101.483333,0.1800072002880104
38-1454-03,101.5,0.1199976000479987
38-1454-03,101.516667,0.059998800024025994
38-1454-03,101.533333,0.12000480019198917
38-1454-03,101.55,0.1199976000479987
38-1454-03,101.566667,0.059998800024025994
38-1454-03,101.583333,0.12000480019198917
38-1454-03,101.600277,0.23607176581670383
38-1454-03,101.616943,0.06000240009596794
38-1454-03,101.63361,0.11999760004805199
38-1454-03,101.650277,0.1199976000479987
38-1454-03,101.666943,0.06000240009602123
38-1454-03,101.68361,0.0
38-1454-03,101.700277,0.1199976000479987
38-1454-03,101.716943,0.12000480019198917
38-1454-03,101.73361,0.1199976000479987
38-1454-03,101.750277,0.11999760004805199
38-1454-03,101.766943,0.0
38-1454-03,101.78361,0.1199976000479987
38-1454-03,101.800277,0.1799964000720247
38-1454-03,101.816943,0.12000480019198917
38-1454-03,101.83361,0.1199976000479987
38-1454-03,101.850277,0.11999760004789639
38-1454-03,101.86722,0.05902142477722181
38-1454-03,101.883887,0.1199976000479987
38-1454-03,101.900553,0.12000480019204246
38-1454-03,101.91722,0.1199976000479987
38-1454-03,101.933887,0.1199976000479987
38-1454-03,101.950553,0.06000240009602123
38-1454-03,101.96722,0.1799964000720247
38-1454-03,101.983887,0.05999880002397271
38-1454-03,102.000553,0.1800072002880104
38-1454-03,102.01722,0.1199976000479987
38-1454-03,102.033887,0.11999760004805199
38-1454-03,102.050553,0.06000240009596794
38-1454-03,102.06722,0.11999760004789639
38-1454-03,102.083887,0.11999760004805199
38-1454-03,102.100553,0.06000240009596794
38-1454-03,102.11722,0.11999760004805199
38-1454-03,102.134163,0.11804284955439119
38-1454-03,102.15083,0.1799964000720247
38-1454-03,102.167497,0.05999880002397271
38-1454-03,102.184163,0.0
38-1454-03,102.20083,0.11999760004805199
38-1454-03,102.217497,0.1199976000479987
38-1454-03,102.234163,0.0
38-1454-03,102.25083,0.2399952000959974
38-1454-03,102.267497,0.11999760004789639
38-1454-03,102.284163,0.06000240009602123
38-1454-03,102.30083,0.1799964000720247
38-1454-03,102.317497,0.1199976000479987
38-1454-03,102.334163,0.06000240009602123
38-1454-03,102.35083,0.05999880002397271
38-1454-03,102.367497,0.1799964000720247
38-1454-03,102.384163,0.12000480019204246
38-1454-03,102.401115,0.11798017932983586
38-1454-03,102.417782,0.1799964000720247
38-1454-03,102.434448,0.0
38-1454-03,102.451115,0.1199976000479987
38-1454-03,102.467782,0.1199976000479987
38-1454-03,102.484448,0.12000480019198917
38-1454-03,102.501115,0.1799964000720247
38-1454-03,102.517782,0.0
38-1454-03,102.534448,0.1800072002880104
38-1454-03,102.551115,0.0
38-1454-03,102.567782,0.1799964000720247
38-1454-03,102.584448,0.12000480019198917
38-1454-03,102.601115,-0.1199976000479987
38-1454-03,102.617782,0.11999760004789639
38-1454-03,102.634448,0.12000480019204246
38-1454-03,102.651115,0.05999880002397271
38-1454-03,102.668058,0.177064274331613
38-1454-03,102.684725,0.1799964000720247
38-1454-03,102.701392,0.059998800024025994
38-1454-03,102.718058,0.06000240009596794
38-1454-03,102.734725,0.059998800024025994
38-1454-03,102.751392,0.1799964000720247
38-1454-03,102.768058,0.12000480019198917
38-1454-03,102.784725,0.1199976000479987
38-1454-03,102.801392,0.05999880002397484
38-1454-03,102.818058,0.12000480019209149
38-1454-03,102.834725,0.11999760004789639
38-1454-03,102.835002,0.0
38-1454-03,102.851668,0.12000480019204246
38-1454-03,102.868335,0.1799964000719714
38-1454-03,102.885002,0.11999760004805199
38-1454-03,102.901668,0.06000240009596794
38-1454-03,102.918335,0.11999760004805199
38-1454-03,102.935002,0.05999880002397271
38-1454-03,102.951668,0.1800072002880104
38-1454-03,102.968335,0.1199976000479987
38-1454-03,102.985002,0.059998800024025994
38-1454-03,103.001668,0.12000480019198917
38-1454-03,103.018335,0.1199976000479987
38-1454-03,103.035002,0.0
38-1454-03,103.051668,0.1800072002880104
38-1454-03,103.051668,
38-1454-03,103.068612,0.05901794145423856
38-1454-03,103.085278,0.12000480019198917
38-1454-03,103.101945,0.059998800024025994
38-1454-03,103.118612,0.05999880002397271
38-1454-03,103.135278,0.1800072002880104
38-1454-03,103.151945,0.1799964000720247
38-1454-03,103.168612,0.1799964000720247
38-1454-03,103.185278,0.12000480019198917
38-1454-03,103.201945,0.059998800024025994
38-1454-03,103.218612,0.1199976000479987
38-1454-03,103.235278,0.06000240009602123
38-1454-03,103.251945,0.11999760004789639
38-1454-03,103.268612,0.1199976000479987
38-1454-03,103.285278,0.12000480019204246
38-1454-03,103.301945,0.05999880002397271
38-1454-03,103.301945,
38-1454-03,103.318888,0.177064274331613
38-1454-03,103.335555,0.1199976000479987
38-1454-03,103.352222,0.11999760004805199
38-1454-03,103.368888,0.06000240009596794
38-1454-03,103.385555,0.1199976000479987
38-1454-03,103.402222,0.059998800024025994
38-1454-03,103.418888,0.1800072002880104
38-1454-03,103.435555,0.1799964000720247
38-1454-03,103.452222,0.0
38-1454-03,103.468888,0.1800072002880104
38-1454-03,103.485555,0.1199976000479987
38-1454-03,103.502222,0.05999880002397271
38-1454-03,103.518888,0.06000240009602123
38-1454-03,103.535555,0.1199976000479987
38-1454-03,103.552222,0.11999760004805199
38-1454-03,103.568888,0.06000240009596794
38-1454-03,103.585832,0.2360717658169018
38-1454-03,103.602498,0.0
38-1454-03,103.619165,0.1799964000720247
38-1454-03,103.635832,0.05999880002397271
38-1454-03,103.652498,0.1800072002880104
38-1454-03,103.669165,0.11999760004789639
38-1454-03,103.685832,0.059998800024025994
38-1454-03,103.702498,0.12000480019198917
38-1454-03,103.719165,0.059998800024025994
38-1454-03,103.735832,0.1199976000479987
38-1454-03,103.752498,0.06000240009602123
38-1454-03,103.769165,0.1799964000720247
38-1454-03,103.785832,0.0
38-1454-03,103.802498,0.1800072002879571
38-1454-03,103.819165,0.1799964000720247
38-1454-03,103.835832,0.0
38-1454-03,103.852775,0.11804284955444362
38-1454-03,103.869442,0.23999520009579278
38-1454-03,103.886108,0.1800072002881639
38-1454-03,103.902775,0.0
38-1454-03,103.919442,0.1799964000720247
38-1454-03,103.936108,0.06000240009596794
38-1454-03,103.952775,0.11999760004805199
38-1454-03,103.969442,0.1199976000479987
38-1454-03,103.986108,0.12000480019198917
38-1454-03,104.002775,0.059998800024025994
38-1454-03,104.019442,0.05999880002397271
38-1454-03,104.036108,0.12000480019204246
38-1454-03,104.052775,0.1199976000479987
38-1454-03,104.069442,0.1799964000720247
38-1454-03,104.086108,0.12000480019198917
38-1454-03,104.102775,0.0
38-1454-03,104.119718,0.1770642743314645
38-1454-03,104.136385,0.059998800024025994
38-1454-03,104.153052,0.1199976000479987
38-1454-03,104.169718,0.12000480019198917
38-1454-03,104.186385,0.1199976000479987
38-1454-03,104.203052,0.059998800024025994
38-1454-03,104.219718,0.1800072002880104
38-1454-03,104.236385,0.05999880002397271
38-1454-03,104.253052,0.1799964000720247
38-1454-03,104.269718,0.06000240009602123
38-1454-03,104.286385,0.1199976000479987
38-1454-03,104.28667,0.0
38-1454-03,104.303337,0.1199976000479987
38-1454-03,104.320003,0.06000240009602123
38-1454-03,104.33667,0.059998800024025994
38-1454-03,104.353337,0.1199976000479987
38-1454-03,104.370003,0.1800072002880104
38-1454-03,104.38667,0.1199976000479987
38-1454-03,104.403337,0.059998800024025994
38-1454-03,104.420003,0.12000480019198917
38-1454-03,104.43667,0.05999880002397484
38-1454-03,104.453337,0.1199976000479987
38-1454-03,104.470003,0.1800072002880104
38-1454-03,104.48667,0.05999880002397271
38-1454-03,104.503337,0.11999760004805199
38-1454-03,104.520003,0.06000240009596794
38-1454-03,104.536947,0.11803588290842469
38-1454-03,104.553613,0.12000480019204246
38-1454-03,104.57028,0.1199976000479987
38-1454-03,104.586947,0.05999880002397271
38-1454-03,104.603613,0.1800072002880104
38-1454-03,104.62028,0.059998800024025994
38-1454-03,104.636947,0.17999640007187123
38-1454-03,104.653613,0.12000480019198917
38-1454-03,104.67028,0.1199976000479987
38-1454-03,104.686947,0.11999760004805199
38-1454-03,104.703613,0.12000480019198917
38-1454-03,104.72028,0.05999880002397271
38-1454-03,104.736947,0.11999760004805199
38-1454-03,104.753613,0.12000480019198917
38-1454-03,104.77028,0.1199976000479987
38-1454-03,104.786947,0.1199976000479987
38-1454-03,104.80389,0.05902142477722181
38-1454-03,104.820557,0.1199976000479987
38-1454-03,104.837223,0.12000480019204246
38-1454-03,104.85389,0.11999760004789639
38-1454-03,104.870557,0.05999880002397271
38-1454-03,104.887223,0.24000960038403163
38-1454-03,104.90389,0.0
38-1454-03,104.920557,0.1199976000479987
38-1454-03,104.937223,0.12000480019198917
38-1454-03,104.95389,0.11999760004805199
38-1454-03,104.970557,0.1199976000479987
38-1454-03,104.987223,0.12000480019198917
38-1454-03,105.00389,0.0
38-1454-03,105.020557,0.1799964000720247
38-1454-03,105.037223,0.12000480019198917
38-1454-03,105.05389,0.11999760004805199
38-1454-03,105.070833,0.11804284955439119
